Name,Lat,Lon,Url
USA_MN_New.Ulm.Muni.AP.726567_TMY3.zip,44.317,94.5,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MN_Minnesota/USA_MN_New.Ulm.Muni.AP.726567_TMY3.zip
ZAF_NL_Makatini.684000_TMYx.2003-2017.zip,27.383,32.183,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Makatini.684000_TMYx.2003-2017.zip
USA_MN_Worthington.Muni.AP.726587_TMY3.zip,43.65,95.583,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MN_Minnesota/USA_MN_Worthington.Muni.AP.726587_TMY3.zip
ZAF_NL_Pongola.684810_TMYx.zip,27.417,31.6,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Pongola.684810_TMYx.zip
USA_MO_Cape.Girardeau.Rgnl.AP.723290_TMY3.zip,37.233,89.567,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_Cape.Girardeau.Rgnl.AP.723290_TMY3.zip
ZAF_NL_Charters.Creek.684910_TMYx.2003-2017.zip,28.2,32.417,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Charters.Creek.684910_TMYx.2003-2017.zip
USA_MO_Kaiser-Osage.Beach-Fine.Meml.AP.724459_TMY3.zip,38.1,92.55,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_Kaiser-Osage.Beach-Fine.Meml.AP.724459_TMY3.zip
ZAF_NL_Makatini.684000_TMYx.zip,27.383,32.183,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Makatini.684000_TMYx.zip
USA_MO_Springfield-Branson.Natl.AP.724400_TMY3.zip,37.233,93.383,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_Springfield-Branson.Natl.AP.724400_TMY3.zip
ZAF_NL_Port.Edward.685870_TMYx.2003-2017.zip,31.067,30.233,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Port.Edward.685870_TMYx.2003-2017.zip
USA_MO_Columbia.Rgnl.AP.724450_TMY3.zip,38.817,92.217,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_Columbia.Rgnl.AP.724450_TMY3.zip
ZAF_NL_Charters.Creek.684910_TMYx.zip,28.2,32.417,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Charters.Creek.684910_TMYx.zip
USA_MO_Kansas.City-Wheeler.Downtown.AP.724463_TMY3.zip,39.117,94.6,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_Kansas.City-Wheeler.Downtown.AP.724463_TMY3.zip
ZAF_NL_Mandini.684940_TMYx.2003-2017.zip,29.15,31.4,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Mandini.684940_TMYx.2003-2017.zip
USA_MO_St.Joseph-Rosecrans.Meml.AP.724490_TMY3.zip,39.767,94.9,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_St.Joseph-Rosecrans.Meml.AP.724490_TMY3.zip
ZAF_NL_Port.Edward.685870_TMYx.zip,31.067,30.233,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Port.Edward.685870_TMYx.zip
USA_MO_Farmington.Rgnl.AP.724454_TMY3.zip,37.764,90.428,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_Farmington.Rgnl.AP.724454_TMY3.zip
ZAF_NL_Durban-Shaka.Intl.AP.685920_TMYx.2003-2017.zip,29.617,31.133,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Durban-Shaka.Intl.AP.685920_TMYx.2003-2017.zip
USA_MO_Kansas.City.Intl.AP.724460_TMY3.zip,39.3,94.717,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_Kansas.City.Intl.AP.724460_TMY3.zip
ZAF_NL_Mandini.684940_TMYx.zip,29.15,31.4,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Mandini.684940_TMYx.zip
USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.zip,38.75,90.367,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.zip
ZAF_NL_Port.Shepstone.685840_TMYx.zip,30.733,30.45,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Port.Shepstone.685840_TMYx.zip
USA_MO_Fort.Leonard.Wood-Waynesville-St.Robert.Rgnl.AP-Forney.Field.724457_TMY3.zip,37.75,92.15,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_Fort.Leonard.Wood-Waynesville-St.Robert.Rgnl.AP-Forney.Field.724457_TMY3.zip
USA_MO_Kirksville.Rgnl.AP.724455_TMY3.zip,40.1,92.55,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_Kirksville.Rgnl.AP.724455_TMY3.zip
ZAF_NL_Durban-Shaka.Intl.AP.685920_TMYx.zip,29.617,31.133,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Durban-Shaka.Intl.AP.685920_TMYx.zip
ZAF_NL_Margate.685910_TMYx.2003-2017.zip,30.85,30.333,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Margate.685910_TMYx.2003-2017.zip
USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.zip,38.65,90.65,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_St.Louis-Spirit.of.St.Louis.AP.724345_TMY3.zip
USA_MO_Jefferson.City.Meml.AP.724458_TMY3.zip,38.583,92.15,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_Jefferson.City.Meml.AP.724458_TMY3.zip
ZAF_NL_Royal.Natal.Natl.Park.684740_TMYx.2003-2017.zip,28.683,28.95,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Royal.Natal.Natl.Park.684740_TMYx.2003-2017.zip
USA_MO_Poplar.Bluff.Muni.AP.723300_TMY3.zip,36.767,90.325,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_Poplar.Bluff.Muni.AP.723300_TMY3.zip
ZAF_NL_Durban.Intl.Ap.685880_TMYx.2003-2017.zip,29.97,30.951,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Durban.Intl.Ap.685880_TMYx.2003-2017.zip
USA_MO_Whiteman.AFB.724467_TMY3.zip,38.717,93.55,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_Whiteman.AFB.724467_TMY3.zip
ZAF_NL_Margate.685910_TMYx.zip,30.85,30.333,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Margate.685910_TMYx.zip
USA_MO_Joplin.Rgnl.AP.723495_TMY3.zip,37.15,94.5,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_Joplin.Rgnl.AP.723495_TMY3.zip
ZAF_NL_Royal.Natal.Natl.Park.684740_TMYx.zip,28.683,28.95,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Royal.Natal.Natl.Park.684740_TMYx.zip
USA_MO_Rolla.Natl.AP.724420_TMY3.zip,38.133,91.767,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MO_Missouri/USA_MO_Rolla.Natl.AP.724420_TMY3.zip
ZAF_NL_Durban.Intl.Ap.685880_TMYx.zip,29.97,30.951,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Durban.Intl.Ap.685880_TMYx.zip
USA_MS_Biloxi-Keesler.AFB.747686_TMY3.zip,30.41,88.92,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MS_Mississippi/USA_MS_Biloxi-Keesler.AFB.747686_TMY3.zip
ZAF_NL_Mount.Edgecombe.685830_TMYx.2003-2017.zip,29.7,31.05,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Mount.Edgecombe.685830_TMYx.2003-2017.zip
USA_MS_Gulfport-Biloxi.Intl.AP.747570_TMY3.zip,30.4,89.067,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MS_Mississippi/USA_MS_Gulfport-Biloxi.Intl.AP.747570_TMY3.zip
ZAF_NL_Shaleburn.685720_TMYx.2003-2017.zip,29.8,29.35,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Shaleburn.685720_TMYx.2003-2017.zip
ZAF_NL_Estcourt.684780_TMYx.2003-2017.zip,29,29.883,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Estcourt.684780_TMYx.2003-2017.zip
USA_MS_Meridian.Rgnl.AP-Key.Field.722340_TMY3.zip,32.333,88.75,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MS_Mississippi/USA_MS_Meridian.Rgnl.AP-Key.Field.722340_TMY3.zip
ZAF_NL_Mount.Edgecombe.685830_TMYx.zip,29.7,31.05,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Mount.Edgecombe.685830_TMYx.zip
USA_MS_Columbus-Golden.Triangle.Rgnl.AP.723307_TMY3.zip,33.45,88.583,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MS_Mississippi/USA_MS_Columbus-Golden.Triangle.Rgnl.AP.723307_TMY3.zip
ZAF_NL_Shaleburn.685720_TMYx.zip,29.8,29.35,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Shaleburn.685720_TMYx.zip
USA_MS_Hattiesburg-Laurel.Rgnl.AP.722348_TMY3.zip,31.467,89.333,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MS_Mississippi/USA_MS_Hattiesburg-Laurel.Rgnl.AP.722348_TMY3.zip
ZAF_NL_Estcourt.684780_TMYx.zip,29,29.883,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Estcourt.684780_TMYx.zip
USA_MS_NAS.Meridian.722345_TMY3.zip,32.55,88.567,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MS_Mississippi/USA_MS_NAS.Meridian.722345_TMY3.zip
USA_MS_Columbus.AFB.723306_TMY3.zip,33.65,88.45,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MS_Mississippi/USA_MS_Columbus.AFB.723306_TMY3.zip
ZAF_NL_Mtunzini.684970_TMYx.2003-2017.zip,28.95,31.7,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Mtunzini.684970_TMYx.2003-2017.zip
USA_MS_Jackson-Evers.Intl.AP.722350_TMY3.zip,32.317,90.083,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MS_Mississippi/USA_MS_Jackson-Evers.Intl.AP.722350_TMY3.zip
ZAF_NL_Van.Reenen.684710_TMYx.2003-2017.zip,28.367,29.383,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Van.Reenen.684710_TMYx.2003-2017.zip
USA_MS_Natchez-Adams.County.AP-Hardy-Anders.Field.722357_TMY3.zip,31.617,91.3,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MS_Mississippi/USA_MS_Natchez-Adams.County.AP-Hardy-Anders.Field.722357_TMY3.zip
ZAF_NL_Giants.Castle.685890_TMYx.2003-2017.zip,29.267,29.517,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Giants.Castle.685890_TMYx.2003-2017.zip
USA_MS_Greenville.Mid-Delta.AP.722356_TMY3.zip,33.483,90.983,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MS_Mississippi/USA_MS_Greenville.Mid-Delta.AP.722356_TMY3.zip
ZAF_NL_Mtunzini.684970_TMYx.zip,28.95,31.7,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Mtunzini.684970_TMYx.zip
USA_MS_McComb-Pike.County.AP-Lewis.Field.722358_TMY3.zip,31.18,90.467,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MS_Mississippi/USA_MS_McComb-Pike.County.AP-Lewis.Field.722358_TMY3.zip
ZAF_NL_Van.Reenen.684710_TMYx.zip,28.367,29.383,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Van.Reenen.684710_TMYx.zip
USA_MS_Tupelo.Rgnl.AP.723320_TMY3.zip,34.267,88.767,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MS_Mississippi/USA_MS_Tupelo.Rgnl.AP.723320_TMY3.zip
ZAF_NL_Giants.Castle.685890_TMYx.zip,29.267,29.517,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Giants.Castle.685890_TMYx.zip
USA_MS_Greenwood-Leflore.AP.747580_TMY3.zip,33.5,90.083,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MS_Mississippi/USA_MS_Greenwood-Leflore.AP.747580_TMY3.zip
ZAF_NL_Newcastle.683780_TMYx.zip,27.733,29.917,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Newcastle.683780_TMYx.zip
USA_MT_Billings.Logan.Intl.AP.726770_TMY3.zip,45.8,108.55,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Billings.Logan.Intl.AP.726770_TMY3.zip
ZAF_NL_Vryheid.AP.683870_TMYx.2003-2017.zip,27.783,30.8,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Vryheid.AP.683870_TMYx.2003-2017.zip
USA_MT_Glendive-Dawson.Community.AP.726676_TMY3.zip,47.133,104.8,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Glendive-Dawson.Community.AP.726676_TMY3.zip
ZAF_NL_Greytown.684870_TMYx.2003-2017.zip,29.083,30.6,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Greytown.684870_TMYx.2003-2017.zip
USA_MT_Livingston-Mission.Field.AP.726798_TMY3.zip,45.7,110.45,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Livingston-Mission.Field.AP.726798_TMY3.zip
ZAF_NL_Newcastle.AP.683770_TMYx.2003-2017.zip,27.767,29.983,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Newcastle.AP.683770_TMYx.2003-2017.zip
USA_MT_Bozeman.Yellowstone.Intl.AP.726797_TMY3.zip,45.77,111.15,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Bozeman.Yellowstone.Intl.AP.726797_TMY3.zip
ZAF_NL_Vryheid.AP.683870_TMYx.zip,27.783,30.8,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Vryheid.AP.683870_TMYx.zip
USA_MT_Great.Falls.Intl.AP.727750_TMY3.zip,47.467,111.383,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Great.Falls.Intl.AP.727750_TMY3.zip
ZAF_NL_Greytown.684870_TMYx.zip,29.083,30.6,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NL_KwaZulu-Natal/ZAF_NL_Greytown.684870_TMYx.zip
ZAF_NW_Bloemhof.683430_TMYx.2003-2017.zip,27.65,25.617,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Bloemhof.683430_TMYx.2003-2017.zip
USA_MT_Miles.City.AP-Wiley.Field.742300_TMY3.zip,46.433,105.883,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Miles.City.AP-Wiley.Field.742300_TMY3.zip
USA_MT_Butte-Mooney.AP.727740_TMY3.zip,45.95,112.5,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Butte-Mooney.AP.727740_TMY3.zip
ZAF_NW_Ottosdal.683420_TMYx.2003-2017.zip,26.817,26.017,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Ottosdal.683420_TMYx.2003-2017.zip
USA_MT_Havre.City-County.AP.727770_TMY3.zip,48.55,109.767,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Havre.City-County.AP.727770_TMY3.zip
ZAF_NW_Rustenburg.682550_TMYx.2003-2017.zip,25.65,27.233,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Rustenburg.682550_TMYx.2003-2017.zip
USA_MT_Missoula.Intl.AP.727730_TMY3.zip,46.917,114.1,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Missoula.Intl.AP.727730_TMY3.zip
ZAF_NW_Bloemhof.683430_TMYx.zip,27.65,25.617,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Bloemhof.683430_TMYx.zip
USA_MT_Cut.Bank.Intl.AP.727690_TMY3.zip,48.6,112.367,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Cut.Bank.Intl.AP.727690_TMY3.zip
ZAF_NW_Ottosdal.683420_TMYx.zip,26.817,26.017,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Ottosdal.683420_TMYx.zip
USA_MT_Helena.Rgnl.AP.727720_TMY3.zip,46.6,111.967,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Helena.Rgnl.AP.727720_TMY3.zip
ZAF_NW_Rustenburg.682550_TMYx.zip,25.65,27.233,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Rustenburg.682550_TMYx.zip
USA_MT_Sidney-Richland.Rgnl.AP.727687_TMY3.zip,47.7,104.2,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Sidney-Richland.Rgnl.AP.727687_TMY3.zip
ZAF_NW_Goedehoop.682580_TMYx.zip,24.233,28.033,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Goedehoop.682580_TMYx.zip
USA_MT_Dillon.AP.726796_TMY.zip,45.25,112.55,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Dillon.AP.726796_TMY.zip
ZAF_NW_Pilanesberg.Intl.AP.682905_TMYx.2003-2017.zip,25.334,27.173,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Pilanesberg.Intl.AP.682905_TMYx.2003-2017.zip
USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.zip,48.317,114.25,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.zip
ZAF_NW_Taung.683350_TMYx.2003-2017.zip,27.55,24.767,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Taung.683350_TMYx.2003-2017.zip
USA_MT_Wolf.Point.Intl.AP-Fort.Peck.SURFRAD.727686_TMY3.zip,48.308,105.102,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Wolf.Point.Intl.AP-Fort.Peck.SURFRAD.727686_TMY3.zip
ZAF_NW_Klerksdorp-Pelser.AP.683470_TMYx.2003-2017.zip,26.871,26.718,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Klerksdorp-Pelser.AP.683470_TMYx.2003-2017.zip
USA_MT_Glasgow.Intl.AP.727680_TMY3.zip,48.217,106.617,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Glasgow.Intl.AP.727680_TMY3.zip
ZAF_NW_Pilanesberg.Intl.AP.682905_TMYx.zip,25.334,27.173,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Pilanesberg.Intl.AP.682905_TMYx.zip
USA_MT_Lewistown.Muni.AP.726776_TMY3.zip,47.05,109.45,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/MT_Montana/USA_MT_Lewistown.Muni.AP.726776_TMY3.zip
ZAF_NW_Taung.683350_TMYx.zip,27.55,24.767,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Taung.683350_TMYx.zip
USA_NC_Asheville.Rgnl.AP.723150_TMY3.zip,35.433,82.533,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/NC_North_Carolina/USA_NC_Asheville.Rgnl.AP.723150_TMY3.zip
ZAF_NW_Klerksdorp-Pelser.AP.683470_TMYx.zip,26.871,26.718,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Klerksdorp-Pelser.AP.683470_TMYx.zip
USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.zip,36.1,79.95,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/NC_North_Carolina/USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.zip
ZAF_NW_Pomfret.AP.682390_TMYx.zip,25.833,23.533,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Pomfret.AP.682390_TMYx.zip
USA_NC_New.Bern-Coastal.Carolina.Rgnl.AP.723095_TMY3.zip,35.067,77.05,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/NC_North_Carolina/USA_NC_New.Bern-Coastal.Carolina.Rgnl.AP.723095_TMY3.zip
ZAF_NW_Ventersdorp.683490_TMYx.2003-2017.zip,26.32,26.82,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Ventersdorp.683490_TMYx.2003-2017.zip
USA_NC_Cape.Hatteras.Natl.Seashore-Mitchell.AP.723040_TMY3.zip,35.235,75.616,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/NC_North_Carolina/USA_NC_Cape.Hatteras.Natl.Seashore-Mitchell.AP.723040_TMY3.zip
ZAF_NW_Lichtenburg.AP.683410_TMYx.2003-2017.zip,26.176,26.185,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Lichtenburg.AP.683410_TMYx.2003-2017.zip
USA_NC_Havelock-MCAS.Cherry.Point.723090_TMY3.zip,34.9,76.883,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/NC_North_Carolina/USA_NC_Havelock-MCAS.Cherry.Point.723090_TMY3.zip
ZAF_NW_Potchefstroom.683500_TMYx.2003-2017.zip,26.733,27.067,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Potchefstroom.683500_TMYx.2003-2017.zip
USA_NC_Pitt-Greenville.AP.723065_TMY3.zip,35.633,77.4,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/NC_North_Carolina/USA_NC_Pitt-Greenville.AP.723065_TMY3.zip
ZAF_NW_Ventersdorp.683490_TMYx.zip,26.32,26.82,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Ventersdorp.683490_TMYx.zip
USA_NC_Charlotte.Douglas.Intl.AP.723140_TMY3.zip,35.217,80.95,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/NC_North_Carolina/USA_NC_Charlotte.Douglas.Intl.AP.723140_TMY3.zip
ZAF_NW_Lichtenburg.AP.683410_TMYx.zip,26.176,26.185,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Lichtenburg.AP.683410_TMYx.zip
USA_NC_Hickory.Rgnl.AP.723010_TMY3.zip,35.733,81.383,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/NC_North_Carolina/USA_NC_Hickory.Rgnl.AP.723010_TMY3.zip
ZAF_NW_Potchefstroom.683500_TMYx.zip,26.733,27.067,http://climate.onebuilding.org/WMO_Region_1_Africa/ZAF_South_Africa/NW_North-West/ZAF_NW_Potchefstroom.683500_TMYx.zip
USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.zip,35.867,78.783,http://climate.onebuilding.org/WMO_Region_4_North_and_Central_America/USA_United_States_of_America/NC_North_Carolina/USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.zip
